business_name,idstd,owner_age,owner_female,owner_education,hh_vulnerability,sector_experience,mgmt_practices_index,social_capital,push_entrepreneur,employment_regular,revenue_regular_usd,business_age,sector_food,location_type,formality_status,technology_index,operating_intensity,recordkeeping_index,has_loan,collateral_proxy,income_stable,financial_literacy_proxy,regulatory_barriers,institutional_quality,market_infrastructure,performance_index,formalization_readiness,resilience_proxy,efficiency_score,equity_score,sustainability_score,dominant_objective
Warung Makmur 2738,1375929,61,1,3,0.7900267616422847,29,0.8389320735626661,0.14105316512880395,0.7477836752153759,1,50.0,15,0,2,0,0.7921645953290058,0.6672003923180782,0.06966677310939151,0,0.38830925055730936,0.6838956214966425,0.4587780484153072,0.3689533345797691,0.5451535762583499,0.41826660605269694,0.19332110351068077,0.7390183630803187,0.11548142496771185,45.6412,76.6011,56.901,Equity
Bengkel Bahagia 2739,1341214,60,1,5,0.4387115488838005,15,0.19351725540619746,0.6994903745971763,0.34522006055417664,2,640.0797534151484,25,1,3,0,0.05860481155388675,0.7528841740747002,0.8377532243878514,1,0.38211445149619283,0.8570797813110509,0.9645035512243205,0.3380964711775186,0.7959363833423735,0.6039677962642741,0.48086331025816664,0.8581367738224447,0.7710869076343058,34.2452,52.5485,36.7268,Equity
Gerai Maju 2740,1315053,32,1,2,0.43192512134592254,27,0.8084479201591189,0.8216821559219019,0.7650123626288985,1,188.58575493307234,4,0,4,0,0.5374014451710033,0.8452447069851253,0.033394558301827804,1,0.2016452708475438,0.2882131833486137,0.017622145306033343,0.19679159707229799,0.2614020920535187,0.1611988217600948,0.9181399353841028,0.6545744733785325,0.2751859634204912,51.3353,67.277,50.0016,Equity
Bengkel Indah 2741,1248355,58,1,4,0.5567894769188466,34,0.793960345907922,0.0640774931263467,0.627538618445228,3,50.0,13,1,3,0,0.14487358659747962,0.9141624305131054,0.09629175730713535,0,0.06982419609915469,0.8063352060930524,0.46940954679600855,0.3667730833147287,0.25916474501198805,0.937269496578319,0.39354479455553437,0.38215707440873137,0.9764184968505143,51.7009,62.2716,60.5875,Equity
Warung Indah 2742,1340938,24,0,2,0.5816905847476802,4,0.4988830555572299,0.10539330746978703,0.0037857336323967594,3,874.1393731411509,24,1,1,0,0.5732410732833287,0.180401383389027,0.6371006917834416,0,0.3490981915643504,0.49925743556770685,0.5838725232570692,0.23892074552058862,0.35481222427218617,0.9891323731776526,0.06909370742122822,0.3475152450758505,0.8535296139917946,28.372,43.2676,51.5355,Sustainability
Warung Bahagia 2743,1325426,29,0,5,0.8562963087989713,18,0.23384325559612962,0.09017382358204584,0.38026202601163495,3,88.78256931096178,12,0,2,0,0.6335931756738744,0.9551171534294077,0.6685019707202101,0,0.5998315880375201,0.016160227399781624,0.8682261502108746,0.3367480517410929,0.5841038044895792,0.39063377701764956,0.7614453829086507,0.14490687346011932,0.8860051480771954,36.4807,39.2519,65.4239,Sustainability
Restoran Murni 2744,1264027,29,0,3,0.3083554392289515,21,0.22689633995622271,0.04695930332251119,0.2904874991943305,1,120.44689806798313,1,1,4,0,0.18208593760066583,0.8058571911971223,0.5498429580058809,1,0.04592099183079401,0.15307440571858444,0.7052128076434967,0.5405454240003434,0.1353951283785889,0.8422831203140869,0.23016529405825747,0.4409159651148784,0.12454278414425513,32.084,27.3342,26.7697,Efficiency
Warung Jaya 2745,1388978,57,1,4,0.821671264368016,8,0.4649246471158478,0.6594564786342838,0.21790862170589687,4,208.1107698143689,8,0,4,0,0.005966707610417066,0.8999123743003237,0.07775917799422483,0,0.19064298949223024,0.8393612082633826,0.10015107505192933,0.5679083277134623,0.9549210238934204,0.1451921836572443,0.711681851572114,0.9002300563797805,0.5229733625236583,42.8482,72.8669,21.9279,Equity
Kedai Runcit Jaya 2746,1359210,46,1,4,0.5659337486920473,6,0.00880900739351631,0.5883131897393641,0.2515893940708449,2,776.4274690964914,25,0,3,0,0.08545331250076382,0.34323890669734014,0.7768537601898934,0,0.24505585769047022,0.2682835681745135,0.37742752930225176,0.7415552165409698,0.46062293455209,0.7560730350232812,0.742210691530137,0.7686289292180868,0.0023610564096150366,17.6614,62.6373,7.989,Equity
Gerai Bahagia 2747,1292601,40,0,3,0.30052954971714696,20,0.5313507546113662,0.662806656559933,0.9423648465755226,2,489.8690298516663,21,0,4,0,0.6896128786531838,0.9985728383892103,0.5982072148439631,0,0.18749525094081143,0.2969963004917968,0.12462824351157331,0.9830159060742809,0.5033493730878463,0.8183186355274058,0.8057341137965933,0.03644382418058645,0.43212686426106617,50.3773,27.0212,55.5483,Sustainability
Restoran Setia 2748,1229956,27,1,4,0.2951260440060771,2,0.9527795257670554,0.505667163274181,0.4863170679915373,2,153.84793339702847,23,0,3,0,0.3800988266891868,0.01219858410460406,0.6704746990196978,0,0.1030206012399505,0.735154206211499,0.9309193770449293,0.08955651325436587,0.4107407103402988,0.548897480927423,0.2173873802120072,0.1914108124174343,0.8562887712408954,30.3562,51.805,42.3926,Equity
Perniagaan Makmur 2749,1304797,20,0,6,0.3611375171057245,22,0.1547068818625965,0.8175076854055816,0.8477087182241195,2,92.25557910647282,11,1,2,0,0.37289499701649376,0.8706930051364214,0.0029008974574594726,0,0.1827469572006667,0.6859099836294865,0.691317417096563,0.23559889821490387,0.3872777712362063,0.571875227239784,0.1534610594805047,0.665263031556698,0.15405145315808444,31.6056,14.4455,36.0373,Sustainability
Kedai Runcit Maju 2750,1324917,47,1,2,0.6226932426199755,21,0.5733456214756034,0.5466683024985755,0.21421715215298254,3,58.01317308318617,10,1,3,0,0.691890444555585,0.6789410363579619,0.08789748309867296,0,0.935548935036312,0.45032754823751353,0.25004777964597813,0.40986315235190274,0.4563658890874388,0.7834057797547518,0.3241468078559854,0.2199133610685532,0.28583367303329277,38.0991,74.9077,52.0006,Equity
Perniagaan Sejahtera 2751,1326303,68,0,6,0.23081173135994915,6,0.9617786886444568,0.9187469347996249,0.17440379964594832,4,81.1515781361638,2,1,4,0,0.49713239815397225,0.1377755294918921,0.7209288556436045,0,0.7832210437165842,0.7300645831435717,0.14139602547129082,0.9676121478144359,0.24238922256640216,0.2483535195028479,0.6845643513475768,0.40801975493740705,0.5730777379893277,33.7287,9.2325,41.5776,Sustainability
Gerai Murah 2752,1336511,58,0,4,0.9203335616722674,32,0.8605221394916002,0.4856485325039933,0.8887895883139098,2,1013.0268029889373,17,1,2,0,0.6370852094402801,0.8312549770561639,0.6777743230562847,0,0.921209116733496,0.6104063525100101,0.12374518052565797,0.2812716092190911,0.14787992066365474,0.17802772935384314,0.9489401453838199,0.9226394036843875,0.4360900093696517,60.0169,46.8133,62.5661,Sustainability
Kedai Makmur 2753,1378313,33,1,4,0.5749125841779004,6,0.8503801163813403,0.7906586612115988,0.49570468578246785,4,1279.9231257129643,28,0,3,0,0.919328865555584,0.7932552170955817,0.19835412850391232,1,0.8899964231170369,0.18302253984507855,0.5115937956289057,0.877229869657102,0.4363264779168846,0.7411193109006787,0.6718476737585457,0.927489646573402,0.3006271924355862,61.0132,62.9965,50.292,Equity
Kedai Runcit Murni 2754,1242533,40,1,4,0.9200157769960068,13,0.821849930396189,0.4073603536836341,0.895152125312413,1,1720.3508661652904,13,1,4,0,0.5068641279416647,0.5395285891295336,0.5048719130048098,0,0.40035109240397815,0.2768010141113192,0.2618865744717155,0.40597727518395843,0.6764665473628693,0.4910945839322757,0.981093453127414,0.26315939535899135,0.27548259782482,56.573,76.8006,38.289,Equity
Restoran Sejahtera 2755,1359342,49,1,4,0.0464043585791547,1,0.3090236060561856,0.43522389477644285,0.06302885287127491,1,900.0930906580061,27,1,4,0,0.6380351569812627,0.6337064546621922,0.3124051118726806,0,0.36927523085874014,0.06420557932148208,0.9674755530128704,0.9586989493962105,0.3564352772240289,0.8866382808189517,0.6227727001266918,0.5837785244740089,0.36657711146455507,36.5127,41.8562,37.2687,Equity
Restoran Damai 2756,1278815,40,0,5,0.3426113704614734,22,0.8906168312668122,0.8489920452379168,0.9164355221763077,2,1091.913821775838,22,1,1,0,0.6397133753196673,0.12738078656362928,0.6249029583531703,0,0.7773894297609579,0.6615269363868752,0.3926279840254482,0.03628911337025931,0.10798929153158265,0.992818079664573,0.9625872346753335,0.7015272567444952,0.703398565432469,40.5249,18.7045,63.1905,Sustainability
Warung Murni 2757,1239279,68,0,4,0.022807660687623077,24,0.9413403512331711,0.10765983535766332,0.41544531634222304,5,846.6910910778314,9,0,3,0,0.5346985043056354,0.45808196195435924,0.7974885905262783,0,0.901141642580136,0.05543413889697091,0.9928772789610248,0.24195881542432918,0.5239614275120226,0.8537335191239049,0.7240936535905675,0.21743052020542064,0.9875612215163341,49.7252,10.9123,69.0148,Sustainability
Kedai Runcit Murni 2758,1309787,28,0,4,0.2722518150979698,30,0.4957924232990394,0.5649177549832081,0.15537048742184778,3,1585.707188740679,16,1,3,0,0.6644334308827177,0.03960720474006085,0.18803491759349922,0,0.7512875881851887,0.7427220176101723,0.8611548737856123,0.039003555285493374,0.5240712554555323,0.1881042893282543,0.34191071179136323,0.08888784476315104,0.8688570650791273,30.5624,20.8901,75.143,Sustainability
Kedai Bahagia 2759,1354960,36,1,1,0.8620064722685882,22,0.35457104725945876,0.7263364677787856,0.6833826894351941,2,934.2693140566065,28,0,3,0,0.8343453157159869,0.5772489045181863,0.6493053032982923,1,0.5814400021621938,0.5328051124161438,0.9057560110910267,0.7516738840466018,0.16891427282812033,0.4443941370239486,0.68053225376889,0.32760953286918837,0.9453966838819033,36.498,89.4803,78.2357,Equity
Warung Maju 2760,1348702,24,1,2,0.03660971584220085,12,0.4142290156058561,0.7504206154170536,0.796902683294257,3,309.95085162636514,17,0,2,0,0.8078311414307705,0.45173512064398125,0.43438744918330463,0,0.5570886571533821,0.43877068025318133,0.3888584790584546,0.651937975932886,0.34309255684257745,0.6506876202721072,0.1753692667952662,0.9580060092211575,0.5766145288258615,28.8132,51.4644,58.6117,Sustainability
Gerai Indah 2761,1261063,50,1,4,0.43614709991574485,26,0.3342064418312656,0.5914935271699754,0.04737472758140038,2,195.22986281069362,10,0,2,0,0.05726956073256173,0.08554167514339861,0.1927544528563091,0,0.46360544446488994,0.5968237221365885,0.12142992201740266,0.2320433306087336,0.7893122427362095,0.29481445020783503,0.41575391825264285,0.8404738650857385,0.5943685641624324,14.3777,57.4459,39.6218,Equity
Perniagaan Murni 2762,1327896,59,0,4,0.11756707047322779,4,0.21241844202454008,0.44806448415951383,0.9871959744186861,3,438.7897483418068,17,1,1,0,0.9517873193802738,0.41188960121948015,0.3965263569209787,0,0.4546492106870488,0.6195558558949429,0.8395171274266288,0.05509009964904721,0.03215995472007793,0.8386111864915694,0.34647456676348487,0.11305337494664647,0.08778347789791396,22.7417,14.7027,43.705,Sustainability
Gerai Bahagia 2763,1366216,57,1,4,0.41684065926036773,19,0.6184484702528894,0.26078244386675775,0.6970268873161803,5,468.48061078175215,20,1,1,0,0.8472007762401172,0.43787383746475317,0.10422814971797034,0,0.05647720134197887,0.5844394811580321,0.0050406780093454895,0.792236158174358,0.095051954300437,0.44660418390046674,0.7967114244494419,0.8759750155378779,0.6529738748072068,35.9737,56.6736,67.7272,Sustainability
Restoran Murah 2764,1383233,62,1,2,0.8388515842643773,16,0.5625968862453229,0.9094262353541223,0.32140199165784433,5,427.73252268113015,10,1,1,0,0.9706024559894928,0.7375959230458211,0.6576625044273833,0,0.21541873146295243,0.7132395574736431,0.44829321032107494,0.7599468544250824,0.7006744098630779,0.10925383429823299,0.8585888287157403,0.6617955340460303,0.6232043426402608,42.9172,83.5541,69.5202,Equity
Bengkel Damai 2765,1382051,38,1,4,0.6230710334025191,12,0.4625850710392756,0.3697879475213254,0.1512937956953906,1,613.3245609845719,22,0,4,0,0.19407938501542432,0.05345304013622665,0.998197498976263,0,0.14377997493993244,0.6360671844308694,0.14671793739585048,0.9193516790788802,0.5724797624176239,0.23893322701886222,0.7573990688203297,0.4940517020700139,0.024814044956262382,21.0896,64.9228,17.5076,Equity
Kedai Makmur 2766,1297661,55,0,3,0.7367563453314232,33,0.09584538668483178,0.7989920885333458,0.39253141467821473,2,600.2836031488581,14,1,4,0,0.5364083114619781,0.6139300648037888,0.7332657140503467,0,0.4693225646922633,0.48308227604054643,0.902404465236459,0.16718920102413104,0.5788180503811299,0.595616048088048,0.8395364742677164,0.5337231909491925,0.6091156563812831,26.7825,44.4703,64.4798,Sustainability
Bengkel Murni 2767,1338051,69,1,4,0.349104115449581,21,0.7968929647059998,0.03166561296263626,0.2205656605586258,5,50.0,15,0,1,0,0.439893569139445,0.5128756018171347,0.8519878458914005,0,0.2889517726338352,0.8295373246336372,0.8685249996837521,0.5739806375575928,0.45768778876994287,0.6843857599712632,0.0774475285959687,0.7394974591650064,0.23628197917013527,39.7503,53.9642,40.4342,Equity
Kedai Sejahtera 2768,1357261,52,1,5,0.9443976950101415,36,0.1749335627507892,0.23216921468660912,0.49415322359809577,5,168.10185256271123,9,1,4,0,0.37695746185469625,0.2749137156500162,0.2257665615539558,0,0.37831852551431067,0.9736715764414302,0.13763560547892428,0.9181888497595917,0.08589864035458716,0.6982599152310512,0.8368623651676104,0.5015366795802613,0.7726488786077766,15.0326,72.7759,65.2578,Equity
Kedai Murah 2769,1373672,32,1,4,0.7092620937795001,9,0.11456204339604814,0.3455847928841226,0.7818927084903275,2,1103.0023483793113,2,0,1,0,0.4065159171076398,0.7444143545514789,0.10618778658424066,0,0.9714833239790921,0.6125898593215551,0.5515188854806803,0.20554758241137006,0.05290444181150078,0.16411600867577492,0.21827607408156813,0.5246789916237453,0.774027006433687,35.8556,68.3705,46.2314,Equity
Gerai Jaya 2770,1390632,33,1,2,0.4217988192845309,39,0.6230713954829474,0.6715740633102042,0.6601303889505533,2,445.84181029504566,14,1,2,0,0.9036206753524043,0.5629561057459158,0.002146542278139818,0,0.7643826782484292,0.7120997002894615,0.23412730817486604,0.6073327196491349,0.32416201330823147,0.7645080950923535,0.7617209582336714,0.3298371198270742,0.7009210343609309,39.6578,66.872,86.4225,Sustainability
Kedai Bahagia 2771,1323257,52,0,5,0.4264648002270549,8,0.3986443612377232,0.319330807161891,0.4359349047817289,1,199.1390221614115,21,0,4,0,0.6984459206413194,0.5203335417968858,0.7295924080509222,0,0.13960914841437289,0.5084492916994487,0.5145187950951311,0.6071041997108066,0.05665574417561947,0.09673674530547971,0.4845558420084457,0.7566567632530433,0.47282099063251226,29.3903,22.0586,48.1225,Sustainability
Kedai Indah 2772,1392630,48,1,4,0.9186841779432976,20,0.05980847535232947,0.04136380081930713,0.11894392458004954,5,950.0911664891004,7,1,4,0,0.3247498922248464,0.9523512331834985,0.8231391675404758,0,0.8090527063321868,0.40088185337476434,0.9765255003881219,0.04180480165170897,0.5652734213692138,0.9551497317279257,0.24672041940696332,0.3303287782762211,0.8976031840824606,39.0528,76.7474,54.9181,Equity
Kedai Runcit Maju 2773,1286205,62,1,4,0.5764046934353918,10,0.3555683549610582,0.17386751605401607,0.957156922368007,3,143.2029672947872,28,0,1,0,0.37887831919797066,0.8145892236030547,0.1890882871152545,0,0.44221399195662026,0.8608076255700446,0.23042107061843464,0.7822513170253345,0.6790284778200417,0.7699643552825138,0.7862512431721854,0.8790880057808306,0.7447526811900521,36.4142,63.0562,44.9977,Equity
Kedai Runcit Murni 2774,1206910,68,0,2,0.7063792099030417,32,0.7717803522849628,0.25916535236932603,0.2703705254504867,2,263.1387493827052,4,0,3,0,0.4685212532524722,0.20642933465534863,0.47828413264438385,0,0.8544000329559497,0.19466902161307809,0.06528125415845043,0.7895085433629158,0.6182756594265917,0.7014937691228353,0.02525859287118115,0.7643176969824027,0.4478266715400139,31.7525,48.2552,56.1757,Sustainability
Perniagaan Murni 2775,1388785,55,0,4,0.41703522451317077,28,0.6152492052170976,0.17604747993581904,0.2778345458750173,2,161.65792155026247,13,0,1,0,0.3669300013324843,0.3879681776945243,0.5850267274971099,0,0.7597217983015145,0.6902987640480774,0.25445674026167797,0.19169292483647804,0.7293376753159678,0.21700913143035439,0.9901412011288254,0.4814774394580602,0.9088726296687293,31.5748,26.6814,62.9434,Sustainability
Warung Jaya 2776,1246857,63,0,3,0.2236927647647141,10,0.3627860229869968,0.20372456014113338,0.6455022218385325,2,1025.3295739189614,22,0,4,0,0.21007321024931958,0.6628902118670857,0.9581887038436845,0,0.5186221719079671,0.13722644493652036,0.9842294782065327,0.04252241445991811,0.9520760667853839,0.14148104974144304,0.5139183702825328,0.5748286117202951,0.4909784069043618,40.1463,23.9477,30.6323,Efficiency
Bengkel Bahagia 2777,1234964,29,1,4,0.7235592919944186,8,0.19180479163458808,0.7689569406733544,0.7705096221471027,2,651.5075624231644,22,1,4,0,0.43534701880132276,0.5500903565989119,0.913943982809017,0,0.719655593927476,0.7666157251647857,0.08167857070079054,0.7200264049068626,0.9674467554135322,0.1464892162745014,0.4236806502462095,0.9435964097783003,0.06803481906640729,28.2145,68.9424,25.4549,Equity
Restoran Bahagia 2778,1356299,50,0,1,0.6078237721413878,33,0.6317956208047733,0.41203364395046016,0.9841527653173495,5,308.30204360727475,4,1,1,0,0.07952633733086634,0.43070115634974204,0.01573832791387808,0,0.93716621716896,0.2346465768145224,0.037616945635594035,0.13481300250311512,0.2854828160806743,0.23108216394150172,0.5620750809341173,0.4973150972978587,0.4016799615122886,34.6941,49.313,39.9815,Equity
Kedai Indah 2779,1337050,25,1,2,0.5013428804247794,13,0.8875553009463553,0.4051792446679252,0.9691642606278063,3,1346.340697813201,4,0,1,0,0.8544203664031451,0.9813341653164469,0.04922459739269669,0,0.5383703647102676,0.6070161951047702,0.1514423227158742,0.6894555568228385,0.29161927266030807,0.8351912431355971,0.8847445891754979,0.7743825408098172,0.7195746489285032,68.3782,70.0537,65.5141,Equity
Perniagaan Damai 2780,1217153,20,0,2,0.6240209399944638,35,0.6462727180159138,0.9666063366594861,0.9137605242320807,1,1311.7036796747532,9,0,1,0,0.8248699132250603,0.1659297146175578,0.9589012144398691,1,0.14903082089742747,0.1393220124347524,0.8064497704497261,0.15029783952792275,0.7433773790192582,0.6601430500824136,0.28350064804881714,0.18557181826019808,0.13279371401433815,36.3609,44.9608,63.2286,Sustainability
Restoran Sejahtera 2781,1259765,26,1,3,0.20828558606423364,29,0.8129038546502242,0.44670183794420026,0.4353135673833498,4,621.5734712968274,11,0,4,0,0.8919208679919836,0.3385477524453777,0.058099521004344234,0,0.568278669508212,0.0005995062906045678,0.47137645825614294,0.8603307278030902,0.9900088736949308,0.9680074574883312,0.25133056911959517,0.2951175622779736,0.5276384520959851,40.2275,53.3314,73.256,Sustainability
Bengkel Murah 2782,1308212,46,0,2,0.7939387065319563,5,0.521527838554371,0.9276581325323949,0.1666696597564481,5,1112.7825511003134,1,1,4,0,0.4459105452249954,0.3962419999333333,0.5820019355301677,0,0.04692737813960157,0.7414372321286572,0.3384168677668623,0.6114826979501281,0.412867212304336,0.0927102374126626,0.7301588150491913,0.12961906217140828,0.8296300705090411,37.7089,51.7575,46.4753,Equity
Warung Jaya 2783,1239071,40,0,4,0.9481628050203058,3,0.7179711067410288,0.2990630982166803,0.5844712032866277,5,635.4002988917125,13,1,4,0,0.651229255326812,0.06835805866571365,0.0792749952188645,0,0.45377815212398664,0.8752159207448758,0.6575775789981761,0.5767721261325537,0.18530318278710145,0.7057897925198414,0.4335478309814913,0.3848707356078114,0.03927115598497932,29.4002,47.9265,29.4773,Equity
Gerai Bahagia 2784,1312990,47,1,1,0.8911031441677028,37,0.8962267737783524,0.4006262599041731,0.017256505546768053,4,494.7155616804019,21,1,2,0,0.8099935336698117,0.4679468087588795,0.6668714208044998,1,0.22306574308628702,0.7995299806458588,0.09638681151969886,0.5343253258467983,0.7287767199986543,0.8527860598859612,0.49656279455924623,0.9307587441153878,0.31544049662777396,45.4491,90.6441,69.613,Equity
Kedai Damai 2785,1269519,35,1,4,0.32143574530701713,6,0.7731789782586551,0.3962833560674621,0.19624883899539347,4,273.03905923109113,27,1,1,0,0.31485706484486053,0.5245904424630256,0.18420943485480445,0,0.6454977409115268,0.13285717618192272,0.6965617661343012,0.04124706621134744,0.3852936184409903,0.4808485144896266,0.4874344584614865,0.058477897151883784,0.9426368988512814,41.4299,52.8574,45.3734,Equity
Perniagaan Setia 2786,1209503,65,0,2,0.4060057732820759,16,0.9098539533981457,0.5460788323146444,0.0025293967947646046,2,159.73758775469807,25,1,2,0,0.6333846465197152,0.26459649558586273,0.03414963571229013,0,0.3993140093863573,0.23468075061646254,0.3039176072391263,0.8387845817031888,0.0800184643330154,0.05882376208307938,0.8040466781391669,0.7370661734200228,0.9997277588915545,36.6942,36.2402,67.3272,Sustainability
Restoran Indah 2787,1391775,42,0,6,0.8084022997975612,35,0.43113960211605984,0.5842472908539522,0.18053591257153878,3,50.0,9,0,1,0,0.4382322286323094,0.9618694037096361,0.27883108689552927,0,0.5146722121483175,0.8244250489190462,0.856741760733918,0.45317409012633336,0.748650620409833,0.6482007667505495,0.22111770601429837,0.8459972879320118,0.6139429129452074,42.2475,32.3361,62.1976,Sustainability
Bengkel Jaya 2788,1395451,39,0,6,0.5951171308246038,18,0.9042202551270566,0.24812502904226885,0.4747571233962561,5,806.8986290615668,25,1,2,0,0.37371065555978933,0.5353299549772499,0.5313420266440676,0,0.8917432878984877,0.016810338551593196,0.724234176772608,0.370061967595676,0.4081330884293938,0.6212268429622859,0.3107232093412743,0.5242916543738967,0.4972328565598122,50.5651,23.8047,43.3654,Efficiency
Bengkel Indah 2789,1295457,57,1,3,0.5479144436766492,11,0.6215672344817076,0.7935842504171187,0.3933243110934159,5,65.14722193410628,18,0,1,0,0.8594734997619636,0.5817768892841193,0.5350004215901525,0,0.459421516565617,0.528423475320245,0.87761584926008,0.6310082327038639,0.5913461714745196,0.9431750921149419,0.4685076271645203,0.7186754228770961,0.4584590821021828,36.6961,66.9166,56.3827,Equity
Kedai Indah 2790,1388938,44,1,4,0.9266419675334452,23,0.8700487660816937,0.4965259546767925,0.3692965649266392,1,264.1124253328861,7,0,3,0,0.6240780375849324,0.8938205418838528,0.7635419572172136,0,0.9973328066257233,0.8357785541287304,0.18476525239248154,0.49976206580342053,0.6919088858379975,0.8247858578547945,0.10893277613170371,0.916019338459941,0.6841550418584926,55.3312,77.0657,62.7378,Equity
Gerai Damai 2791,1347977,47,1,1,0.5360249609770508,11,0.0393765304378354,0.007043553518807477,0.8309528639338625,4,133.7007040601082,14,1,2,0,0.6233955180157558,0.2742419628002999,0.06047987803863086,0,0.13651561331598083,0.19522237860359304,0.14836881146026304,0.2875354081966197,0.8208671981600215,0.5441273731626923,0.2509820982113048,0.6297582632460375,0.703063407850779,10.6312,76.441,54.2777,Equity
Kedai Runcit Damai 2792,1245838,24,1,6,0.5149386795873099,29,0.6578523819135361,0.5913406333166802,0.674996304645678,4,303.1420147586734,26,0,4,0,0.15686378221861075,0.6341920922621469,0.008182936421330278,0,0.8573231991440005,0.14410325544630564,0.7113948375096117,0.1481569572300706,0.6214334310331898,0.113310388371202,0.7921367215515431,0.9189805545379511,0.1493356257759575,41.5334,50.5975,32.5046,Equity
Perniagaan Sejahtera 2793,1325200,40,1,4,0.04201859126635965,27,0.8479750788778987,0.7980594415291364,0.936431762871106,5,189.1564142711797,24,1,4,0,0.34691820445596344,0.4492410971175156,0.7142072370595481,1,0.3633886668219277,0.1817120579936886,0.9211081421567363,0.10134112528227135,0.9359147439665187,0.055476760010983894,0.5330468401241539,0.2588964467654231,0.10388393206452384,40.6462,41.6807,37.2432,Equity
Warung Damai 2794,1389351,37,0,2,0.06941695859013763,9,0.17420203364319975,0.2504667378154578,0.44534109067767247,4,885.078778616528,17,0,2,0,0.841258258126293,0.37145249233289634,0.9542403885790455,0,0.7953256198836722,0.7556177839335397,0.8048696593712387,0.23650277346939774,0.48479264188377447,0.9027087004460878,0.6147538685154074,0.018031582110958233,0.09763274502333408,24.4632,22.7767,43.3293,Sustainability
Kedai Murah 2795,1289489,66,1,3,0.007420307880650179,35,0.6617869334649231,0.037871009361926,0.2722296754759518,2,1912.431181535495,18,1,1,0,0.21349213762527797,0.37725415573494947,0.1927090827481892,0,0.4987605114012109,0.9652097445697654,0.9405718122908963,0.8701097094731518,0.5302998616924215,0.4743221048137445,0.33549666491244734,0.17381685931974944,0.09767451531260818,48.6593,45.2968,37.7199,Efficiency
Bengkel Makmur 2796,1226806,25,1,2,0.9132442257836336,9,0.8249547142166315,0.8071786556507227,0.12268453803335555,1,1419.8326506390003,1,0,2,0,0.9704636303522161,0.02403198954048469,0.14990600634372686,0,0.5231154525093346,0.21109912242500894,0.011115074786796963,0.10982813532013092,0.30409706398390735,0.6418559883146102,0.6008103358169566,0.937934362659346,0.6458547685592347,38.4532,86.5298,64.9442,Equity
Restoran Damai 2797,1376072,48,0,4,0.40838666001770063,18,0.28794936963263706,0.9762767159716271,0.672027395685146,5,486.92009180989896,29,1,4,0,0.8318762170255027,0.8211224127114026,0.3429549878432473,1,0.5329572503720273,0.10863164978189133,0.17867729195508064,0.8152282635102742,0.1318970841447361,0.7162149346410867,0.3584054069655025,0.4835318134650026,0.9268806855246574,37.7248,26.3355,74.5815,Sustainability
Kedai Damai 2798,1353240,38,0,4,0.46856137613341253,21,0.40524632790639203,0.07656361466490236,0.841741088471657,1,1938.2446245765154,9,1,4,0,0.26761456059129163,0.5856478700993162,0.7022329850078181,0,0.24165706453201752,0.27082975829720335,0.6185113578827027,0.8682013821911992,0.6285243096482354,0.5553611594287521,0.27390853855236164,0.4666299469164049,0.9452760278496367,47.451,28.7425,54.8129,Sustainability
Perniagaan Setia 2799,1270119,52,0,4,0.845386947592462,36,0.5695177184992194,0.9380368073257211,0.1837393642617563,2,256.0153900425481,10,0,4,0,0.10821896892653904,0.9326632476065337,0.7617991460908952,0,0.0533723844328573,0.11085863640187454,0.4227733500997555,0.8250662624451547,0.29259179445754546,0.8615309464955329,0.35670144290365335,0.8480829473065511,0.5755164065035908,47.4065,43.8155,48.5943,Sustainability
Perniagaan Damai 2800,1238714,20,0,4,0.6092463103757779,1,0.5191676888845621,0.359274411976062,0.8787527445125362,1,369.5824120058923,16,0,2,0,0.1695556890976485,0.8454648116565235,0.9366899835175003,0,0.6533231984525514,0.005090167596261019,0.7653108999216119,0.8635836348450798,0.7141699526647478,0.059978405061230755,0.9258572655886991,0.8149861791962371,0.7701412987975411,44.3186,34.3699,30.6365,Efficiency
Kedai Runcit Jaya 2801,1385165,64,1,2,0.6095015963905811,27,0.039189393037135645,0.9414396085880875,0.5262762016953331,4,148.4285722347713,11,0,2,0,0.24220202698340298,0.9848896670400978,0.8019247057213484,0,0.025673017927428265,0.4498045491306071,0.06738732889951238,0.2150238912504865,0.6206640593430608,0.7643761387819002,0.5808128883957867,0.45412589557034766,0.19149664240202346,32.0797,74.3801,35.683,Equity
Perniagaan Murni 2802,1255419,22,1,3,0.29653442935481245,38,0.09867209808541344,0.6488393240024468,0.1440806321409519,5,1141.3056134625083,21,1,3,0,0.23774726868971696,0.03384998698761843,0.02775859791635682,0,0.7264861464394675,0.7513814654922705,0.6307689101296962,0.9954238103793742,0.28131856217283757,0.7623366962572937,0.4346243428031523,0.7419399242621387,0.8621485190215911,14.4122,56.8614,63.8743,Sustainability
Warung Sejahtera 2803,1380217,61,1,2,0.8339083739245192,29,0.10046657930436131,0.8902443124484133,0.6428633249017549,1,99.04813565188212,4,1,1,0,0.016279311887926196,0.648398477118431,0.20637738330467992,0,0.32367352728408694,0.31114168535527265,0.9293506202589349,0.5428213857558521,0.5573980644464547,0.23200123172981202,0.779905120326074,0.5090212228930334,0.14844500498481739,23.3717,83.3563,26.8545,Equity
